Price,Condo_Fee,Neighbourhood,Size_m2,Rooms,Bathrooms,Garage_Spots,Published,Description
R$ 1.154.000,R$ 780 Condominio,"Noroeste, Brasília",74 m² tot.,2 quartos,3 ban.,2 vaga,Publicado há 16 dias,
R$ 400.000,R$ 375 Condominio,"Park Sul, Brasília",63 m² tot.,1 quartos,1 banheiro,,Publicado há 26 dias,
R$ 1.590.000,R$ 1.200 Condominio,"Asa Sul, Brasília",135 m² tot.,3 quartos,4 ban.,"Vende-se excelente apartamento na sqs 305, prédio reformado; Apartamento com 3 quartos sendo 1 suíte; Cozinha quadrada e ampla com armários embutidos; Sala para até 3 ambientes; Lavabo; Dependência completa de empregados; Sexto andar; Vista livre; Nascente; Imóvel com reforma de elétrica e hidráulica; 135 metros quadrados de área privativa; Não tem vaga de garagem; Prédio com reforma; Elevadores novos; Aceita financiamento; Localização excelente; Valor de pedida: R$ 1. 590. 000, 00",Publicado há 13 dias,"Vende-se excelente apartamento na sqs 305, prédio reformado; Apartamento com 3 quartos sendo 1 suíte; Cozinha quadrada e ampla com armários embutidos; Sala para até 3 ambientes; Lavabo; Dependência completa de empregados; Sexto andar; Vista livre; Nascente; Imóvel com reforma de elétrica e hidráulica; 135 metros quadrados de área privativa; Não tem vaga de garagem; Prédio com reforma; Elevadores novos; Aceita financiamento; Localização excelente; Valor de pedida: R$ 1. 590. 000, 00"
R$ 969.000,R$ 922 Condominio,"Sudoeste, Brasília",122 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 12 dias,
R$ 1.890.000,R$ 1.300 Condominio,"Asa Sul, Brasília",199 m² tot.,3 quartos,4 ban.,1 vaga,Publicado há 12 dias,
R$ 585.000,R$ 399 Condominio,"Asa Sul, Brasília",55 m² tot.,2 quartos,1 banheiro,,Publicado há 24 dias,
R$ 1.280.000,R$ 1.500 Condominio,"Brasília, Distrito Federal",164 m² tot.,4 quartos,3 ban.,2 vaga,Publicado há 29 dias,
R$ 2.450.000,R$ 1.500 Condominio,"Noroeste, Brasília",145 m² tot.,4 quartos,5 ban.,3 vaga,Publicado desde ontem,
R$ 1.335.000,R$ 1.014 Condominio,"Sudoeste, Brasília",105 m² tot.,3 quartos,3 ban.,2 vaga,Publicado há 25 dias,"Vende-se excelente imóvel na sqsw 103 com uma planta sensacional; sqsw 103, bloco G, com vista livre, posição poente, 105 m² bem distribuídos, localizado em um dos melhores bairros de Brasília; Este imóvel oferece um espaço generoso e confortável, perfeito para acomodar toda a família. Além dos 3 quartos, sendo 1 suíte, o apartamento conta com uma sala espaçosa, cozinha funcional, área de serviço, 1 banheiro social e dce. As varandas foram integradas aos quartos e salas. A vista livre para área verde garante a entrada de luz natural durante todo o dia, deixando o ambiente ainda mais agradável. Além disso, o condomínio oferece cobertura coletiva com diversas opções de lazer, incluindo academia, salão de festas, sauna, sala de massagem e churrasqueira, proporcionando uma bela vista da cidade. - 3 quartos, sendo um suíte; - Varanda; - Sala para dois ambientes; - Varanda fechada com vidros; - Ar condicionado; - Imóvel com 105 metros quadrados de área privativa; - Banheiro Social; - Área de serviço; - Armários na cozinha, na área de serviços; - dce completa; - Uma vaga de garagem ampla; Apartamento em uma das melhores quadras do sudoeste com cobertura coletiva; O condomínio dispõe de: excelente salão de festas no terraço, parquinho infantil, churrasqueira a carvão, academia, sauna, circuito interno de tv e segurança 24 horas. O condomínio também já realizou a reforma da fachada com colocação de granito e laje técnica, a troca de todos os elevadores e, recentemente, a impermeabilização da calçada/garagem. Valor para venda: R$ 1. 335. 000, 00. Condomínio: R$ 1. 014, 00. iptu: 2. 571, 00"
R$ 689.000,,"Cruzeiro, Brasília",64 m² tot.,3 quartos,2 ban.,,Publicado hoje,
R$ 1.580.000,,"Asa Norte, Brasília",132 m² tot.,4 quartos,2 ban.,,Publicado há 19 dias,"Vendo Lindo Apartamento com 4 quartos na sqn 202 - Asa Norte! Apartamento composto por: * 04 quartos sendo 1 suíte; * dce; * Vazado; * Vista Livre; * Nascente; * Primeiro Andar; * Área Útil: 132 m² ** Valor do Imóvel: 1. 590. 000, 00. Corretores de plantão: Silmara Carneiro/ Welerson. Mestra Imobiliária ltda. Telefone/WhatsApp: Ver dados / (61) Ver dados / (61) Ver dados. E-mail: Ver dados. Creci: Ver dados. *avaliacao gratuita de mercado (saiba o real valor do seu imovel!) *aprovacao da sua carta de credito em ate 24 horas ( mediante analise cadastral) *administracão do seu imovel para locacao (cuidamos do seu patrimônio com responsabilidade) * A área do imóvel anunciado é uma estimativa e deve ser confirmada pelo cliente interessado, junto à certidão de ônus do imóvel. Valores de taxas condominiais e condições de pagamento sujeito a alteração sem prévio aviso. ______mestra imobiliaria vende, aluga E administra imoveis urbanos E rurais______ - 31/01/2024"
R$ 3.878.267,,"Sudoeste, Brasília",230 m² tot.,4 quartos,6 ban.,4 vaga,Publicado há 13 dias,
R$ 359.000,R$ 290 Condominio,"Asa Sul, Brasília",39 m² tot.,1 quartos,1 banheiro,"Sqs 405 - Asa Sul. Procurando um lugar perfeito para morar ou investir? Este é o momento ideal para aproveitar esta oportunidade única na sqs 405 - Asa Sul! - Sala ampla e arejada. - Cozinha funcional com armários. - 1 Quarto confortável. - Armários para organização. - Cortinas elegantes. - Piso em porcelanato para fácil manutenção. - Ar condicionado para o seu conforto. Situado na renomada sqs 405, este imóvel oferece acesso conveniente a uma variedade de comodidades locais, incluindo restaurantes, lojas e muito mais. Além disso, a proximidade com áreas verdes proporciona um ambiente tranquilo e agradável para desfrutar. Não perca esta oportunidade única! Seja para moradia própria ou para investimento, este imóvel é uma escolha excelente. Aceita financiamento. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado. Plantão de atendimento. Ligue agora e agende sua visita! - 16/02/2024",Publicado há 18 dias,
R$ 1.250.000,R$ 640 Condominio,"Asa Norte, Brasília",77 m² tot.,2 quartos,2 ban.,1 vaga,Publicado hoje,"Unq Vende Apartamento no coração da Asa Sul! São 77m2 de área privativa; nascente; andar alto; 2 quartos; sala; 2 banheiros sociais; cozinha; área de serviço; salão de festas; 1 vaga de garagem e portaria 24h. Reforma e mobília de altíssimos padrão. Imóvel quitado! Aceita financiamento e fgts. Não perca a chance de conhecer pessoalmente este espaço excepcional. Agende sua visita agora mesmo! Entre em contato através do número (61) 9. Ver dados, seja pelo WhatsApp ou Telegram, e descubra como este espaço pode transformar seu futuro. As informações financeiras e de metragem privativa podem ser atualizadas a qualquer momento, garantindo total transparência. Consulte a Certidão de Matrícula do Imóvel para obter as informações mais recentes."
R$ 265.000,,"Asa Norte, Brasília",26 m² tot.,1 quartos,1 banheiro,1 vaga,Publicado há 13 dias,"Vendo Linda Kitnet Park Ville - Asa Norte! Apartamento composto por: * 1º andar; * Elevador; * Vaga de garagem coberta; * Área Útil: 26m² ** Valor do Imóvel: R$ 265. 000, 00. Corretores de plantão: Silmara Carneiro/ Lucas. Mestra Imobiliária ltda. Telefone/WhatsApp: Ver dados / (61) Ver dados / (61) Ver dados. E-mail: Ver dados. Creci: Ver dados. *avaliacao gratuita de mercado (saiba o real valor do seu imovel!) *aprovacao da sua carta de credito em ate 24 horas ( mediante analise cadastral) *administracão do seu imovel para locacao (cuidamos do seu patrimônio com responsabilidade) * A área do imóvel anunciado é uma estimativa e deve ser confirmada pelo cliente interessado, junto à certidão de ônus do imóvel. Valores de taxas condominiais e condições de pagamento sujeito a alteração sem prévio aviso. ______mestra imobiliaria vende, aluga E administra imoveis urbanos E rurais______ - 15/02/2024"
R$ 1.065.000,R$ 800 Condominio,"Asa Norte, Brasília",93 m² tot.,3 quartos,"Vendo Lindo Apartamento com 3 quartos na sqn 216 | asa norte! Apartamento composto por: * 03 quartos (1 suíte) ; * Área de 93m²; * Armários planejados; * Prédio com elevador; * Portaria; * Salão de festas. * 01 vaga garagem coberta; ** Valor condomínio: R$800, 00. ** Valor apartamento: R$1. 065. 000, 00. ** Aceita financiamento e fgts. Corretores de plantão: Silmara Carneiro/ Bonner. Mestra Imobiliária ltda. Telefone/WhatsApp: Ver dados / (61) Ver dados / (61) Ver dados. E-mail: Ver dados. Creci: Ver dados. *avaliação gratuita de mercado (saiba o real valor do seu imóvel!) *aprovação da sua carta de credito em ate 24 horas (mediante analise cadastral) *administração do seu imóvel para locação (cuidamos do seu patrimônio com responsabilidade) * A área do imóvel anunciado é uma estimativa e deve ser confirmada pelo cliente interessado, junto à certidão de ônus do imóvel. Valores de taxas condominiais e condições de pagamento sujeito a alteração sem prévio aviso. -mestra imobiliária vende, aluga E administra imóveis urbanos E rurais__________________ - 24/01/2024",1 vaga,Publicado há 26 dias,"Vendo Lindo Apartamento com 3 quartos na sqn 216 | asa norte! Apartamento composto por: * 03 quartos (1 suíte) ; * Área de 93m²; * Armários planejados; * Prédio com elevador; * Portaria; * Salão de festas. * 01 vaga garagem coberta; ** Valor condomínio: R$800, 00. ** Valor apartamento: R$1. 065. 000, 00. ** Aceita financiamento e fgts. Corretores de plantão: Silmara Carneiro/ Bonner. Mestra Imobiliária ltda. Telefone/WhatsApp: Ver dados / (61) Ver dados / (61) Ver dados. E-mail: Ver dados. Creci: Ver dados. *avaliação gratuita de mercado (saiba o real valor do seu imóvel!) *aprovação da sua carta de credito em ate 24 horas (mediante analise cadastral) *administração do seu imóvel para locação (cuidamos do seu patrimônio com responsabilidade) * A área do imóvel anunciado é uma estimativa e deve ser confirmada pelo cliente interessado, junto à certidão de ônus do imóvel. Valores de taxas condominiais e condições de pagamento sujeito a alteração sem prévio aviso. -mestra imobiliária vende, aluga E administra imóveis urbanos E rurais__________________ - 24/01/2024"
R$ 990.000,,"Asa Sul, Brasília",98 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 9 dias,"Benchimol Vende: Excelente apartamento com as seguintes características: * Apartamento voltado para área verde, nascente, reformado e fácil acesso na quadra! * 2 quartos com armários planejados e um quarto com closet. * 2 banheiros excelentes, com ventilação natural. * Espaço para escritório. * Cozinha bem ventilada com armários sob medida. * Sala para 2 ambientes. * dce completo. * Área de serviço com boa ventilação e espaçosa. * 1 vaga de garagem no subsolo do prédio. * Prédio todo reformado com pintura e elevadores novos! Sem taxa Extra! ** excelente localização, local muito arborizado, tranquilo, comércio local com padarias, farmácias, supermercados, bancos, próxima da estação de metrô, rápido e fácil acesso ao centro da cidade!! * proprietário estuda permuta como parte de pagamento em imóvel de valor mais alto, com 3 quartos na asa sul! **Agende sua visita: (61) Ver dados. 6367. ** Benchimol Investimentos Imobiliários oferece: - Avaliação mercadológica gratuita de imóveis para venda; - Fotos e vídeos profissionais; - Corretores profissionais; éticos e qualificados; - Venda segura e eficiente; - Anúncios patrocinados nos principais sites imobiliários de Brasília; - Assessoria jurídica especializada; - Correspondente bancário, acompanhando o financiamento habitacional do início ao fim; - Reformas e projetos de interiores; ** Venha para a Benchimol Investimentos Imobiliários e tenha excelência no atendimento e na negociação do seu patrimônio! Benchimol investimentos imobiliários ltda. creci pj 29173"
R$ 1.100.000,R$ 1.000 Condominio,"Asa Norte, Brasília",79 m² tot.,2 quartos,2 ban.,1 vaga,Publicado há 4 dias,
R$ 1.450.000,,"Asa Norte, Brasília",125 m² tot.,3 quartos,3 ban.,1 vaga,Publicado há 11 dias,"Edifício restaurado com o selo do Cultural de Arquitetura de Brasília. Apartamento no 4 andar com 3 quartos sendo 1 suíte e dce em estando todo reformado com piso em mármore rose eletricidade e hidráulica reformada, móveis embutidos, cozinha com armários chanfrados muito amplo e ventilando. . Aceita financiamento?. Os preços, valores e informações acima exibidos poderão sofrer mudanças sem aviso prévio. bordalo imob cj. Ver dadosRocimar Aguiar Pontecreci 26219Tel: Ver dadosRômulo Alves Scaliacreci 29722Tel: Ver dados(61) Ver dados(61) Ver dadosCodigo anúncio: villaVer dados - Ver dados"
R$ 730.000,,"Asa Norte, Brasília",80 m² tot.,3 quartos,1 banheiro,,Publicado há 10 dias,
R$ 1.560.000,R$ 1.100 Condominio,"Noroeste, Brasília",100 m² tot.,3 quartos,4 ban.,1 vaga,Publicado há 4 dias,"Vendo Excelente Apartamento com 3 quartos na sqnw 109 - Noroeste! Apartamento composto por: * 03 quartos, sendo 1 suite e 2 semi-suites; * Canto; * Todo no porcelanato; * Mobiliado (marcenaria, armários quartos/ cozinha /banheiro /lavandeiria) ; * Varanda Gourmet; * Ar Condicionado (quartos/sala) ; * Nascente; * 01 vaga de garagem com home-box; ** Área Útil: 100m²; Detalhes do condomínio: * Elevadores; * Salão de Festas; * Terraço Social; * Recepção; * Portaria 24h; * Cobertura coletiva (academia, piscina, sauna, churrasqueira) ; * Estacionamento visitantes. Condomínio: R$ 1. 100 (água e gás a parte) iptu: R$ 441, 77/parcela. ** Valor do Imóvel: R$ 1. 560. 000, 00. ____________________________________________________. Oportunidade, agende sua visita! Corretores de plantão: Silmara Carneiro/Lucas. Mestra Imobiliária ltda. Telefone/WhatsApp: Ver dados / (61) Ver dados / (61) Ver dados. E-mail: Ver dados. Creci: Ver dados - 23/11/2023. *avaliação gratuita de mercado (saiba o real valor do seu imóvel!) *aprovação da sua carta de credito em ate 24 horas (mediante analise cadastral) *administração do seu imóvel para locação (cuidamos do seu patrimônio com responsabilidade) * A área do imóvel anunciado é uma estimativa e deve ser confirmada pelo cliente interessado, junto à certidão de ônus do imóvel. Valores de taxas condominiais e condições de pagamento sujeito a alteração sem prévio aviso. -mestra imobiliária vende, aluga E administra imóveis urbanos E rurais__________________ - 15/02/2024"
